"schedule_id","travel_date","season","is_holiday","day_of_week","is_weekend","origin","destination","distance_km","travel_time_hrs","base_fare_inr","bus_type","total_seats","cost_per_km","fixed_cost_inr","departure_hour","passengers_booked","occupancy_rate","seats_available","fare_multiplier","actual_fare_inr","total_revenue_inr","variable_cost_inr","total_cost_inr","profit_inr","profit_margin_pct","revenue_per_km","cost_per_seat_km","load_factor","delay_occurred","delay_minutes","on_time"
"SCH0094",2024-11-24,"Festive",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Seater",44,20,2500,10,44,1,0,1.396,745,32780,6740,9240,23540,71.81,97.27,0.6231,1,FALSE,0,TRUE
"SCH0095",2025-02-12,"Winter",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","COIMBATORE",497,9.04,825,"Volvo AC Sleeper",36,28,3500,19,24,0.667,12,1.028,850,20400,13916,17416,2984,14.63,41.05,0.9734,0.667,FALSE,0,TRUE
"SCH0096",2025-01-14,"Winter",TRUE,"Tuesday",FALSE,"BENGALURU","CHENNAI KILAMBAKKAM KCBT",346,6.29,680,"Volvo AC Semi-Sleeper",40,24,3000,8,32,0.8,8,1.18,800,25600,8304,11304,14296,55.84,73.99,0.8168,0.8,FALSE,0,TRUE
"SCH0097",2024-10-21,"Festive",FALSE,"Monday",FALSE,"TIRUNELVELI","TRICHY",315,5.73,510,"Volvo AC Seater",44,20,2500,17,33,0.75,11,1.201,615,20295,6300,8800,11495,56.64,64.43,0.6349,0.75,FALSE,0,TRUE
"SCH0098",2024-11-13,"Festive",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",680,12.36,1145,"Volvo AC Semi-Sleeper",40,24,3000,7,33,0.825,7,1.19,1365,45045,16320,19320,25725,57.11,66.24,0.7103,0.825,FALSE,0,TRUE
"SCH0099",2025-02-25,"Winter",FALSE,"Tuesday",FALSE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Sleeper",36,28,3500,18,27,0.75,9,1.258,370,9990,4620,8120,1870,18.72,60.55,1.367,0.75,FALSE,0,TRUE
"SCH0100",2024-12-15,"Winter",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Semi-Sleeper",40,24,3000,19,31,0.775,9,1.254,670,20770,8088,11088,9682,46.62,61.63,0.8226,0.775,FALSE,0,TRUE
"SCH0101",2024-12-07,"Winter",FALSE,"Saturday",TRUE,"CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",680,12.36,1145,"Volvo AC Semi-Sleeper",40,24,3000,20,31,0.775,9,1.269,1455,45105,16320,19320,25785,57.17,66.33,0.7103,0.775,TRUE,41,FALSE
"SCH0102",2024-11-13,"Festive",FALSE,"Wednesday",FALSE,"TIRUNELVELI","MADURAI",175,3.18,280,"Volvo AC Seater",44,20,2500,20,38,0.864,6,1.191,335,12730,3500,6000,6730,52.87,72.74,0.7792,0.864,FALSE,0,TRUE
"SCH0103",2025-01-05,"Winter",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Semi-Sleeper",40,24,3000,7,27,0.675,13,1.101,815,22005,11112,14112,7893,35.87,47.53,0.762,0.675,FALSE,0,TRUE
"SCH0104",2025-02-21,"Winter",FALSE,"Friday",FALSE,"BENGALURU","CHENNAI KILAMBAKKAM KCBT",346,6.29,680,"Volvo AC Seater",44,20,2500,6,34,0.773,10,1.219,830,28220,6920,9420,18800,66.62,81.56,0.6188,0.773,FALSE,0,TRUE
"SCH0105",2024-09-17,"Normal",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Semi-Sleeper",40,24,3000,18,22,0.55,18,1.065,1120,24640,15120,18120,6520,26.46,39.11,0.719,0.55,FALSE,0,TRUE
"SCH0106",2024-10-16,"Festive",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Semi-Sleeper",40,24,3000,6,35,0.875,5,1.243,665,23275,8088,11088,12187,52.36,69.07,0.8226,0.875,FALSE,0,TRUE
"SCH0107",2024-10-24,"Festive",TRUE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Sleeper",36,28,3500,17,34,0.944,2,1.439,1080,36720,13440,16940,19780,53.87,76.5,0.9803,0.944,FALSE,0,TRUE
"SCH0108",2025-02-10,"Winter",FALSE,"Monday",FALSE,"TIRUCHENDUR","MADURAI",195,3.55,320,"Volvo AC Semi-Sleeper",40,24,3000,21,28,0.7,12,1.042,335,9380,4680,7680,1700,18.12,48.1,0.9846,0.7,FALSE,0,TRUE
"SCH0109",2024-12-19,"Winter",FALSE,"Thursday",FALSE,"TIRUPPUR","SALEM",132,2.4,210,"Volvo AC Semi-Sleeper",40,24,3000,10,33,0.825,7,1.283,270,8910,3168,6168,2742,30.77,67.5,1.1682,0.825,FALSE,0,TRUE
"SCH0110",2024-12-03,"Winter",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Sleeper",36,28,3500,14,24,0.667,12,1.138,610,14640,9436,12936,1704,11.64,43.44,1.0663,0.667,TRUE,89,FALSE
"SCH0111",2024-11-18,"Festive",FALSE,"Monday",FALSE,"MADURAI","TRICHY",135,2.45,220,"Volvo AC Semi-Sleeper",40,24,3000,22,33,0.825,7,1.279,280,9240,3240,6240,3000,32.47,68.44,1.1556,0.825,FALSE,0,TRUE
"SCH0112",2024-09-24,"Normal",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","COIMBATORE",497,9.04,825,"Volvo AC Sleeper",36,28,3500,21,20,0.556,16,1.101,910,18200,13916,17416,784,4.31,36.62,0.9734,0.556,FALSE,0,TRUE
"SCH0113",2024-12-22,"Winter",FALSE,"Sunday",TRUE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Semi-Sleeper",40,24,3000,5,30,0.75,10,1.207,645,19350,7848,10848,8502,43.94,59.17,0.8294,0.75,FALSE,0,TRUE
"SCH0114",2024-12-16,"Winter",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",680,12.36,1145,"Volvo AC Sleeper",36,28,3500,19,23,0.639,13,1.017,1165,26795,19040,22540,4255,15.88,39.4,0.9208,0.639,TRUE,70,FALSE
"SCH0115",2025-01-13,"Winter",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Sleeper",36,28,3500,18,27,0.75,9,1.228,650,17550,9408,12908,4642,26.45,52.23,1.0671,0.75,TRUE,74,FALSE
"SCH0116",2025-01-29,"Winter",FALSE,"Wednesday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Semi-Sleeper",40,24,3000,10,26,0.65,14,1.056,685,17810,9480,12480,5330,29.93,45.09,0.7899,0.65,FALSE,0,TRUE
"SCH0117",2025-02-01,"Winter",FALSE,"Saturday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Semi-Sleeper",40,24,3000,14,33,0.825,7,1.261,1285,42405,15144,18144,24261,57.21,67.2,0.7189,0.825,FALSE,0,TRUE
"SCH0118",2024-12-11,"Winter",FALSE,"Wednesday",FALSE,"BENGALURU","CHENNAI KILAMBAKKAM KCBT",346,6.29,680,"Volvo AC Semi-Sleeper",40,24,3000,19,28,0.7,12,1.143,775,21700,8304,11304,10396,47.91,62.72,0.8168,0.7,FALSE,0,TRUE
"SCH0119",2025-02-07,"Winter",FALSE,"Friday",FALSE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Seater",44,20,2500,22,27,0.614,17,1.142,335,9045,3300,5800,3245,35.88,54.82,0.7989,0.614,TRUE,48,FALSE
"SCH0120",2025-01-13,"Winter",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Sleeper",36,28,3500,10,24,0.667,12,1.097,585,14040,9436,12936,1104,7.86,41.66,1.0663,0.667,FALSE,0,TRUE
"SCH0121",2025-02-02,"Winter",FALSE,"Sunday",TRUE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Sleeper",36,28,3500,21,31,0.861,5,1.207,355,11005,4620,8120,2885,26.22,66.7,1.367,0.861,FALSE,0,TRUE
"SCH0122",2025-02-17,"Winter",FALSE,"Monday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Semi-Sleeper",40,24,3000,5,31,0.775,9,1.254,815,25265,9480,12480,12785,50.6,63.96,0.7899,0.775,FALSE,0,TRUE
"SCH0123",2024-09-05,"Normal",FALSE,"Thursday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Sleeper",36,28,3500,10,28,0.778,8,1.258,820,22960,11060,14560,8400,36.59,58.13,1.0239,0.778,FALSE,0,TRUE
"SCH0124",2024-11-09,"Festive",FALSE,"Saturday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Semi-Sleeper",40,24,3000,20,38,0.95,2,1.318,700,26600,8064,11064,15536,58.41,79.17,0.8232,0.95,FALSE,0,TRUE
"SCH0125",2024-09-16,"Normal",FALSE,"Monday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Sleeper",36,28,3500,18,20,0.556,16,1.084,705,14100,11060,14560,-460,-3.26,35.7,1.0239,0.556,FALSE,0,TRUE
"SCH0126",2024-09-24,"Normal",FALSE,"Tuesday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Seater",44,20,2500,20,26,0.591,18,1.014,660,17160,7900,10400,6760,39.39,43.44,0.5984,0.591,FALSE,0,TRUE
"SCH0127",2024-10-02,"Festive",TRUE,"Wednesday",FALSE,"TIRUNELVELI","TRICHY",315,5.73,510,"Volvo AC Sleeper",36,28,3500,19,36,1,0,1.41,720,25920,8820,12320,13600,52.47,82.29,1.0864,1,FALSE,0,TRUE
"SCH0128",2024-09-21,"Normal",FALSE,"Saturday",TRUE,"MADURAI","TRICHY",135,2.45,220,"Volvo AC Sleeper",36,28,3500,19,31,0.861,5,1.157,255,7905,3780,7280,625,7.91,58.56,1.4979,0.861,FALSE,0,TRUE
"SCH0129",2024-10-25,"Festive",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Semi-Sleeper",40,24,3000,20,36,0.9,4,1.383,1035,37260,11520,14520,22740,61.03,77.62,0.7562,0.9,FALSE,0,TRUE
"SCH0130",2024-11-14,"Festive",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",680,12.36,1145,"Volvo AC Semi-Sleeper",40,24,3000,14,38,0.95,2,1.481,1695,64410,16320,19320,45090,70,94.72,0.7103,0.95,TRUE,41,FALSE
"SCH0131",2025-02-11,"Winter",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Sleeper",36,28,3500,5,28,0.778,8,1.185,875,24500,12964,16464,8036,32.8,52.92,0.9878,0.778,FALSE,0,TRUE
"SCH0132",2024-11-22,"Festive",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Semi-Sleeper",40,24,3000,21,32,0.8,8,1.295,1360,43520,15120,18120,25400,58.36,69.08,0.719,0.8,FALSE,0,TRUE
"SCH0133",2024-10-09,"Festive",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",680,12.36,1145,"Volvo AC Sleeper",36,28,3500,22,31,0.861,5,1.174,1345,41695,19040,22540,19155,45.94,61.32,0.9208,0.861,TRUE,40,FALSE
"SCH0134",2024-10-24,"Festive",TRUE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Semi-Sleeper",40,24,3000,19,40,1,0,1.412,1440,57600,15144,18144,39456,68.5,91.28,0.7189,1,TRUE,35,FALSE
"SCH0135",2025-01-15,"Winter",TRUE,"Wednesday",FALSE,"TIRUPPUR","SALEM",132,2.4,210,"Volvo AC Sleeper",36,28,3500,17,32,0.889,4,1.213,255,8160,3696,7196,964,11.81,61.82,1.5143,0.889,FALSE,0,TRUE
"SCH0136",2024-10-18,"Festive",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Semi-Sleeper",40,24,3000,21,36,0.9,4,1.425,760,27360,8088,11088,16272,59.47,81.19,0.8226,0.9,FALSE,0,TRUE
"SCH0137",2024-11-16,"Festive",FALSE,"Saturday",TRUE,"CHENNAI KILAMBAKKAM KCBT","THANJAVUR",347,6.31,545,"Volvo AC Semi-Sleeper",40,24,3000,21,40,1,0,1.351,735,29400,8328,11328,18072,61.47,84.73,0.8161,1,FALSE,0,TRUE
"SCH0138",2024-11-22,"Festive",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",680,12.36,1145,"Volvo AC Seater",44,20,2500,5,37,0.841,7,1.3,1490,55130,13600,16100,39030,70.8,81.07,0.5381,0.841,FALSE,0,TRUE
"SCH0139",2024-12-20,"Winter",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Seater",44,20,2500,10,28,0.636,16,1.077,795,22260,9260,11760,10500,47.17,48.08,0.5773,0.636,FALSE,0,TRUE
"SCH0140",2024-10-09,"Festive",FALSE,"Wednesday",FALSE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Semi-Sleeper",40,24,3000,10,39,0.975,1,1.466,430,16770,3960,6960,9810,58.5,101.64,1.0545,0.975,FALSE,0,TRUE
"SCH0141",2024-09-01,"Normal",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Seater",44,20,2500,18,28,0.636,16,1.099,580,16240,6720,9220,7020,43.23,48.33,0.6236,0.636,FALSE,0,TRUE
"SCH0142",2025-02-15,"Winter",FALSE,"Saturday",TRUE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Semi-Sleeper",40,24,3000,18,29,0.725,11,1.11,595,17255,8088,11088,6167,35.74,51.2,0.8226,0.725,FALSE,0,TRUE
"SCH0143",2024-09-30,"Normal",FALSE,"Monday",FALSE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Sleeper",36,28,3500,8,25,0.694,11,1.033,305,7625,4620,8120,-495,-6.49,46.21,1.367,0.694,FALSE,0,TRUE
"SCH0144",2024-12-03,"Winter",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Sleeper",36,28,3500,7,23,0.639,13,1.028,545,12535,9408,12908,-373,-2.98,37.31,1.0671,0.639,FALSE,0,TRUE
"SCH0145",2024-09-16,"Normal",FALSE,"Monday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Sleeper",36,28,3500,14,22,0.611,14,1.131,735,16170,11060,14560,1610,9.96,40.94,1.0239,0.611,TRUE,38,FALSE
"SCH0146",2024-11-27,"Festive",FALSE,"Wednesday",FALSE,"TIRUNELVELI","MADURAI",175,3.18,280,"Volvo AC Sleeper",36,28,3500,20,29,0.806,7,1.204,335,9715,4900,8400,1315,13.54,55.51,1.3333,0.806,TRUE,62,FALSE
"SCH0147",2024-10-24,"Festive",TRUE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Sleeper",36,28,3500,18,36,1,0,1.43,760,27360,9408,12908,14452,52.82,81.43,1.0671,1,FALSE,0,TRUE
"SCH0148",2025-02-23,"Winter",FALSE,"Sunday",TRUE,"NAGERCOIL","MADURAI",241,4.38,420,"Volvo AC Seater",44,20,2500,22,37,0.841,7,1.24,520,19240,4820,7320,11920,61.95,79.83,0.6903,0.841,TRUE,20,FALSE
"SCH0149",2024-09-20,"Normal",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Seater",44,20,2500,22,30,0.682,14,1.14,845,25350,9260,11760,13590,53.61,54.75,0.5773,0.682,FALSE,0,TRUE
"SCH0150",2024-12-13,"Winter",FALSE,"Friday",FALSE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Semi-Sleeper",40,24,3000,18,30,0.75,10,1.203,645,19350,7848,10848,8502,43.94,59.17,0.8294,0.75,FALSE,0,TRUE
"SCH0151",2024-12-02,"Winter",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Sleeper",36,28,3500,14,27,0.75,9,1.238,655,17685,9408,12908,4777,27.01,52.63,1.0671,0.75,FALSE,0,TRUE
"SCH0152",2025-02-11,"Winter",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Semi-Sleeper",40,24,3000,19,31,0.775,9,1.227,1250,38750,15144,18144,20606,53.18,61.41,0.7189,0.775,FALSE,0,TRUE
"SCH0153",2024-10-22,"Festive",FALSE,"Tuesday",FALSE,"MADURAI","TRICHY",135,2.45,220,"Volvo AC Sleeper",36,28,3500,10,27,0.75,9,1.239,275,7425,3780,7280,145,1.95,55,1.4979,0.75,FALSE,0,TRUE
"SCH0154",2024-12-17,"Winter",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Semi-Sleeper",40,24,3000,7,28,0.7,12,1.134,600,16800,8064,11064,5736,34.14,50,0.8232,0.7,FALSE,0,TRUE
"SCH0155",2024-09-22,"Normal",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Semi-Sleeper",40,24,3000,6,30,0.75,10,1.28,1345,40350,15120,18120,22230,55.09,64.05,0.719,0.75,FALSE,0,TRUE
"SCH0156",2025-02-24,"Winter",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Semi-Sleeper",40,24,3000,10,31,0.775,9,1.275,1340,41540,15120,18120,23420,56.38,65.94,0.719,0.775,FALSE,0,TRUE
"SCH0157",2024-10-12,"Festive",TRUE,"Saturday",TRUE,"CHENNAI KILAMBAKKAM KCBT","THANJAVUR",347,6.31,545,"Volvo AC Semi-Sleeper",40,24,3000,20,36,0.9,4,1.359,740,26640,8328,11328,15312,57.48,76.77,0.8161,0.9,FALSE,0,TRUE
"SCH0158",2024-10-29,"Festive",FALSE,"Tuesday",FALSE,"TIRUCHENDUR","MADURAI",195,3.55,320,"Volvo AC Sleeper",36,28,3500,18,30,0.833,6,1.2,385,11550,5460,8960,2590,22.42,59.23,1.2764,0.833,FALSE,0,TRUE
"SCH0159",2024-11-23,"Festive",FALSE,"Saturday",TRUE,"TIRUNELVELI","TRICHY",315,5.73,510,"Volvo AC Sleeper",36,28,3500,8,32,0.889,4,1.289,655,20960,8820,12320,8640,41.22,66.54,1.0864,0.889,FALSE,0,TRUE
"SCH0160",2024-09-11,"Normal",FALSE,"Wednesday",FALSE,"BENGALURU","CHENNAI KILAMBAKKAM KCBT",346,6.29,680,"Volvo AC Seater",44,20,2500,19,32,0.727,12,1.08,735,23520,6920,9420,14100,59.95,67.98,0.6188,0.727,FALSE,0,TRUE
"SCH0161",2024-12-30,"Winter",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Sleeper",36,28,3500,8,29,0.806,7,1.245,665,19285,9436,12936,6349,32.92,57.23,1.0663,0.806,FALSE,0,TRUE
"SCH0162",2025-01-14,"Winter",TRUE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Semi-Sleeper",40,24,3000,22,35,0.875,5,1.269,675,23625,8064,11064,12561,53.17,70.31,0.8232,0.875,FALSE,0,TRUE
"SCH0163",2024-10-16,"Festive",FALSE,"Wednesday",FALSE,"NAGERCOIL","MADURAI",241,4.38,420,"Volvo AC Sleeper",36,28,3500,21,29,0.806,7,1.236,520,15080,6748,10248,4832,32.04,62.57,1.1812,0.806,FALSE,0,TRUE
"SCH0164",2024-11-24,"Festive",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Seater",44,20,2500,6,44,1,0,1.397,740,32560,6720,9220,23340,71.68,96.9,0.6236,1,FALSE,0,TRUE
"SCH0165",2024-12-18,"Winter",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","COIMBATORE",497,9.04,825,"Volvo AC Sleeper",36,28,3500,18,29,0.806,7,1.193,985,28565,13916,17416,11149,39.03,57.47,0.9734,0.806,FALSE,0,TRUE
"SCH0166",2024-12-16,"Winter",FALSE,"Monday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Sleeper",36,28,3500,21,26,0.722,10,1.084,705,18330,11060,14560,3770,20.57,46.41,1.0239,0.722,FALSE,0,TRUE
"SCH0167",2024-11-16,"Festive",FALSE,"Saturday",TRUE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Sleeper",36,28,3500,18,33,0.917,3,1.371,890,29370,11060,14560,14810,50.43,74.35,1.0239,0.917,FALSE,0,TRUE
"SCH0168",2025-02-21,"Winter",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Sleeper",36,28,3500,18,23,0.639,13,1.058,1080,24840,17668,21168,3672,14.78,39.37,0.9319,0.639,FALSE,0,TRUE
"SCH0169",2025-02-19,"Winter",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Seater",44,20,2500,10,30,0.682,14,1.121,830,24900,9260,11760,13140,52.77,53.78,0.5773,0.682,FALSE,0,TRUE
"SCH0170",2025-02-07,"Winter",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","COIMBATORE",497,9.04,825,"Volvo AC Seater",44,20,2500,17,34,0.773,10,1.15,950,32300,9940,12440,19860,61.49,64.99,0.5689,0.773,FALSE,0,TRUE
"SCH0171",2024-10-06,"Festive",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","THANJAVUR",347,6.31,545,"Volvo AC Semi-Sleeper",40,24,3000,22,37,0.925,3,1.417,770,28490,8328,11328,17162,60.24,82.1,0.8161,0.925,FALSE,0,TRUE
"SCH0172",2025-02-20,"Winter",FALSE,"Thursday",FALSE,"NAGERCOIL","TIRUNELVELI",84,1.53,145,"Volvo AC Semi-Sleeper",40,24,3000,7,29,0.725,11,1.063,155,4495,2016,5016,-521,-11.59,53.51,1.4929,0.725,FALSE,0,TRUE
"SCH0173",2025-01-20,"Winter",FALSE,"Monday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Semi-Sleeper",40,24,3000,5,32,0.8,8,1.191,775,24800,9480,12480,12320,49.68,62.78,0.7899,0.8,FALSE,0,TRUE
"SCH0174",2024-09-16,"Normal",FALSE,"Monday",FALSE,"TIRUNELVELI","MADURAI",175,3.18,280,"Volvo AC Sleeper",36,28,3500,22,25,0.694,11,1.109,310,7750,4900,8400,-650,-8.39,44.29,1.3333,0.694,FALSE,0,TRUE
"SCH0175",2025-01-03,"Winter",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Semi-Sleeper",40,24,3000,10,33,0.825,7,1.258,945,31185,11520,14520,16665,53.44,64.97,0.7562,0.825,FALSE,0,TRUE
"SCH0176",2024-10-03,"Festive",FALSE,"Thursday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Seater",44,20,2500,18,33,0.75,11,1.252,815,26895,7900,10400,16495,61.33,68.09,0.5984,0.75,FALSE,0,TRUE
"SCH0177",2024-10-10,"Festive",FALSE,"Thursday",FALSE,"THANJAVUR","TRICHY",77,1.4,120,"Volvo AC Sleeper",36,28,3500,21,31,0.861,5,1.208,145,4495,2156,5656,-1161,-25.83,58.38,2.0404,0.861,FALSE,0,TRUE
"SCH0178",2025-02-15,"Winter",FALSE,"Saturday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Seater",44,20,2500,19,35,0.795,9,1.178,1200,42000,12620,15120,26880,64,66.56,0.5446,0.795,FALSE,0,TRUE
"SCH0179",2024-09-10,"Normal",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Sleeper",36,28,3500,18,25,0.694,11,1.104,830,20750,13440,16940,3810,18.36,43.23,0.9803,0.694,FALSE,0,TRUE
"SCH0180",2025-01-03,"Winter",FALSE,"Friday",FALSE,"TIRUPPUR","SALEM",132,2.4,210,"Volvo AC Seater",44,20,2500,19,28,0.636,16,1.028,215,6020,2640,5140,880,14.62,45.61,0.885,0.636,TRUE,50,FALSE
"SCH0181",2024-09-09,"Normal",FALSE,"Monday",FALSE,"THANJAVUR","TRICHY",77,1.4,120,"Volvo AC Sleeper",36,28,3500,20,25,0.694,11,1.119,135,3375,2156,5656,-2281,-67.59,43.83,2.0404,0.694,FALSE,0,TRUE
"SCH0182",2024-09-07,"Normal",FALSE,"Saturday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Seater",44,20,2500,21,33,0.75,11,1.184,890,29370,9600,12100,17270,58.8,61.19,0.5729,0.75,TRUE,48,FALSE
"SCH0183",2025-01-13,"Winter",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","COIMBATORE",497,9.04,825,"Volvo AC Semi-Sleeper",40,24,3000,17,30,0.75,10,1.239,1020,30600,11928,14928,15672,51.22,61.57,0.7509,0.75,FALSE,0,TRUE
"SCH0184",2024-10-31,"Festive",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Semi-Sleeper",40,24,3000,10,37,0.925,3,1.467,1100,40700,11520,14520,26180,64.32,84.79,0.7562,0.925,FALSE,0,TRUE
"SCH0185",2025-01-30,"Winter",FALSE,"Thursday",FALSE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Semi-Sleeper",40,24,3000,20,28,0.7,12,1.022,300,8400,3960,6960,1440,17.14,50.91,1.0545,0.7,FALSE,0,TRUE
"SCH0186",2024-11-02,"Festive",FALSE,"Saturday",TRUE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Sleeper",36,28,3500,5,36,1,0,1.33,390,14040,4620,8120,5920,42.17,85.09,1.367,1,TRUE,73,FALSE
"SCH0187",2024-10-24,"Festive",TRUE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",680,12.36,1145,"Volvo AC Semi-Sleeper",40,24,3000,10,40,1,0,1.317,1510,60400,16320,19320,41080,68.01,88.82,0.7103,1,FALSE,0,TRUE
