"booking_id","schedule_id","origin","destination","travel_date","season","is_holiday","bus_type","distance_km","days_in_advance","booking_channel","seat_class","passenger_type","fare_paid_inr","cancellation","refund_inr","net_revenue_inr"
"BK00802","SCH0055","THANJAVUR","TRICHY",2025-02-22,"Winter",FALSE,"Volvo AC Sleeper",77,18,"Agent","Semi-Sleeper","Adult",110,TRUE,82,28
"BK00803","SCH0137","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-11-16,"Festive",FALSE,"Volvo AC Semi-Sleeper",347,18,"Counter","Sleeper","Adult",470,FALSE,0,470
"BK00804","SCH0257","COIMBATORE","SALEM",2024-09-02,"Normal",FALSE,"Volvo AC Sleeper",165,1,"Online","Seater","Adult",425,FALSE,0,425
"BK00805","SCH0049","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-12-06,"Winter",FALSE,"Volvo AC Sleeper",346,6,"Agent","Semi-Sleeper","Adult",700,FALSE,0,700
"BK00806","SCH0332","MADURAI","TRICHY",2024-09-11,"Normal",FALSE,"Volvo AC Seater",135,8,"Phone","Semi-Sleeper","Adult",210,FALSE,0,210
"BK00807","SCH0112","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-09-24,"Normal",FALSE,"Volvo AC Sleeper",497,10,"Online","Sleeper","Adult",750,FALSE,0,750
"BK00808","SCH0147","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-10-24,"Festive",TRUE,"Volvo AC Sleeper",336,13,"Phone","Semi-Sleeper","Student",415,FALSE,0,415
"BK00809","SCH0297","TIRUCHENDUR","MADURAI",2024-12-16,"Winter",FALSE,"Volvo AC Semi-Sleeper",195,19,"Agent","Sleeper","Child",145,FALSE,0,145
"BK00810","SCH0264","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-02-12,"Winter",FALSE,"Volvo AC Semi-Sleeper",336,13,"Agent","Sleeper","Student",425,FALSE,0,425
"BK00811","SCH0336","NAGERCOIL","MADURAI",2025-01-25,"Winter",FALSE,"Volvo AC Seater",241,12,"Online","Seater","Adult",415,FALSE,0,415
"BK00812","SCH0016","NAGERCOIL","MADURAI",2024-12-08,"Winter",FALSE,"Volvo AC Semi-Sleeper",241,0,"Online","Seater","Student",480,TRUE,360,120
"BK00813","SCH0063","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-11-25,"Festive",FALSE,"Volvo AC Sleeper",480,29,"Online","Semi-Sleeper","Adult",690,FALSE,0,690
"BK00814","SCH0304","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-12-03,"Winter",FALSE,"Volvo AC Seater",630,6,"Online","Seater","Adult",1135,FALSE,0,1135
"BK00815","SCH0491","MADURAI","TRICHY",2024-10-18,"Festive",FALSE,"Volvo AC Semi-Sleeper",135,3,"Online","Sleeper","Adult",275,FALSE,0,275
"BK00816","SCH0023","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-11-17,"Festive",FALSE,"Volvo AC Sleeper",346,5,"Online","Seater","Senior",635,FALSE,0,635
"BK00817","SCH0340","NAGERCOIL","MADURAI",2024-12-24,"Winter",FALSE,"Volvo AC Semi-Sleeper",241,16,"Agent","Sleeper","Adult",365,FALSE,0,365
"BK00818","SCH0229","TIRUPPUR","SALEM",2024-10-27,"Festive",FALSE,"Volvo AC Seater",132,1,"Online","Sleeper","Senior",250,FALSE,0,250
"BK00819","SCH0420","NAGERCOIL","TRICHY",2024-10-17,"Festive",FALSE,"Volvo AC Sleeper",395,11,"Counter","Sleeper","Senior",540,FALSE,0,540
"BK00820","SCH0234","MADURAI","TRICHY",2024-09-04,"Normal",FALSE,"Volvo AC Semi-Sleeper",135,0,"Counter","Seater","Adult",300,FALSE,0,300
"BK00821","SCH0349","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-09-12,"Normal",FALSE,"Volvo AC Sleeper",346,0,"Online","Sleeper","Adult",890,FALSE,0,890
"BK00822","SCH0303","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-11-15,"Festive",TRUE,"Volvo AC Sleeper",630,15,"Counter","Sleeper","Adult",845,FALSE,0,845
"BK00823","SCH0067","NAGERCOIL","TRICHY",2024-10-20,"Festive",FALSE,"Volvo AC Seater",395,15,"Counter","Semi-Sleeper","Student",450,FALSE,0,450
"BK00824","SCH0006","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-12-27,"Winter",FALSE,"Volvo AC Semi-Sleeper",346,19,"Online","Sleeper","Senior",525,FALSE,0,525
"BK00825","SCH0084","TIRUPPUR","SALEM",2025-02-06,"Winter",FALSE,"Volvo AC Seater",132,1,"Agent","Sleeper","Child",150,FALSE,0,150
"BK00826","SCH0288","NAGERCOIL","TIRUNELVELI",2024-12-31,"Winter",FALSE,"Volvo AC Sleeper",84,4,"Online","Sleeper","Adult",150,FALSE,0,150
"BK00827","SCH0139","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-12-20,"Winter",FALSE,"Volvo AC Seater",463,22,"Online","Semi-Sleeper","Senior",535,FALSE,0,535
"BK00828","SCH0010","NAGERCOIL","TIRUNELVELI",2025-01-31,"Winter",FALSE,"Volvo AC Sleeper",84,1,"Counter","Sleeper","Student",165,FALSE,0,165
"BK00829","SCH0185","COIMBATORE","SALEM",2025-01-30,"Winter",FALSE,"Volvo AC Semi-Sleeper",165,19,"Counter","Semi-Sleeper","Adult",270,FALSE,0,270
"BK00830","SCH0326","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-01-14,"Winter",TRUE,"Volvo AC Semi-Sleeper",463,19,"Phone","Semi-Sleeper","Senior",590,FALSE,0,590
"BK00831","SCH0300","MADURAI","TRICHY",2025-01-18,"Winter",FALSE,"Volvo AC Seater",135,6,"Online","Sleeper","Adult",220,FALSE,0,220
"BK00832","SCH0380","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-12-17,"Winter",FALSE,"Volvo AC Semi-Sleeper",630,23,"Phone","Semi-Sleeper","Adult",950,FALSE,0,950
"BK00833","SCH0019","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-09-07,"Normal",FALSE,"Volvo AC Seater",680,15,"Counter","Seater","Student",810,FALSE,0,810
"BK00834","SCH0302","THANJAVUR","TRICHY",2024-09-21,"Normal",FALSE,"Volvo AC Semi-Sleeper",77,10,"Online","Sleeper","Student",90,FALSE,0,90
"BK00835","SCH0255","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-12-02,"Winter",FALSE,"Volvo AC Seater",346,30,"Phone","Seater","Adult",575,FALSE,0,575
"BK00836","SCH0416","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-09-22,"Normal",FALSE,"Volvo AC Semi-Sleeper",463,13,"Online","Sleeper","Adult",700,FALSE,0,700
"BK00837","SCH0462","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-12-20,"Winter",FALSE,"Volvo AC Semi-Sleeper",680,4,"Counter","Semi-Sleeper","Adult",1235,TRUE,926,309
"BK00838","SCH0398","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-11-06,"Festive",FALSE,"Volvo AC Seater",463,13,"Online","Seater","Adult",720,FALSE,0,720
"BK00839","SCH0059","MADURAI","TRICHY",2024-12-25,"Winter",TRUE,"Volvo AC Sleeper",135,9,"Online","Seater","Adult",210,FALSE,0,210
"BK00840","SCH0467","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-10-17,"Festive",FALSE,"Volvo AC Semi-Sleeper",480,8,"Counter","Sleeper","Student",590,FALSE,0,590
"BK00841","SCH0153","MADURAI","TRICHY",2024-10-22,"Festive",FALSE,"Volvo AC Sleeper",135,19,"Counter","Seater","Senior",175,FALSE,0,175
"BK00842","SCH0143","COIMBATORE","SALEM",2024-09-30,"Normal",FALSE,"Volvo AC Sleeper",165,23,"Online","Sleeper","Student",205,FALSE,0,205
"BK00843","SCH0180","TIRUPPUR","SALEM",2025-01-03,"Winter",FALSE,"Volvo AC Seater",132,3,"Online","Sleeper","Adult",250,FALSE,0,250
"BK00844","SCH0304","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-12-03,"Winter",FALSE,"Volvo AC Seater",630,10,"Online","Semi-Sleeper","Adult",1010,FALSE,0,1010
"BK00845","SCH0181","THANJAVUR","TRICHY",2024-09-09,"Normal",FALSE,"Volvo AC Sleeper",77,27,"Agent","Semi-Sleeper","Adult",110,FALSE,0,110
"BK00846","SCH0297","TIRUCHENDUR","MADURAI",2024-12-16,"Winter",FALSE,"Volvo AC Semi-Sleeper",195,16,"Online","Semi-Sleeper","Adult",265,FALSE,0,265
"BK00847","SCH0491","MADURAI","TRICHY",2024-10-18,"Festive",FALSE,"Volvo AC Semi-Sleeper",135,16,"Agent","Sleeper","Adult",180,FALSE,0,180
"BK00848","SCH0440","TIRUPPUR","SALEM",2025-01-04,"Winter",FALSE,"Volvo AC Sleeper",132,22,"Online","Semi-Sleeper","Adult",180,FALSE,0,180
"BK00849","SCH0440","TIRUPPUR","SALEM",2025-01-04,"Winter",FALSE,"Volvo AC Sleeper",132,7,"Online","Semi-Sleeper","Senior",205,FALSE,0,205
"BK00850","SCH0089","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-01-20,"Winter",FALSE,"Volvo AC Semi-Sleeper",480,1,"Online","Sleeper","Adult",1055,FALSE,0,1055
"BK00851","SCH0037","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-02-02,"Winter",FALSE,"Volvo AC Sleeper",631,17,"Online","Sleeper","Adult",905,FALSE,0,905
"BK00852","SCH0391","NAGERCOIL","TIRUNELVELI",2024-12-28,"Winter",FALSE,"Volvo AC Seater",84,2,"Online","Sleeper","Adult",180,FALSE,0,180
"BK00853","SCH0469","NAGERCOIL","TIRUNELVELI",2025-01-08,"Winter",FALSE,"Volvo AC Semi-Sleeper",84,7,"Agent","Sleeper","Adult",145,FALSE,0,145
"BK00854","SCH0274","NAGERCOIL","TRICHY",2024-10-06,"Festive",FALSE,"Volvo AC Seater",395,26,"Counter","Semi-Sleeper","Adult",595,FALSE,0,595
"BK00855","SCH0154","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-12-17,"Winter",FALSE,"Volvo AC Semi-Sleeper",336,29,"Counter","Semi-Sleeper","Adult",445,FALSE,0,445
"BK00856","SCH0291","NAGERCOIL","TIRUNELVELI",2024-12-01,"Winter",FALSE,"Volvo AC Seater",84,25,"Phone","Sleeper","Adult",125,FALSE,0,125
"BK00857","SCH0354","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-02-22,"Winter",FALSE,"Volvo AC Semi-Sleeper",480,6,"Online","Sleeper","Adult",790,FALSE,0,790
"BK00858","SCH0186","COIMBATORE","SALEM",2024-11-02,"Festive",FALSE,"Volvo AC Sleeper",165,14,"Phone","Sleeper","Senior",265,FALSE,0,265
"BK00859","SCH0057","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-10-30,"Festive",FALSE,"Volvo AC Sleeper",680,2,"Online","Sleeper","Child",675,FALSE,0,675
"BK00860","SCH0487","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-01-10,"Winter",FALSE,"Volvo AC Semi-Sleeper",630,0,"Online","Sleeper","Student",1270,FALSE,0,1270
"BK00861","SCH0407","NAGERCOIL","TRICHY",2024-10-18,"Festive",FALSE,"Volvo AC Semi-Sleeper",395,29,"Online","Sleeper","Child",285,FALSE,0,285
"BK00862","SCH0008","TIRUCHENDUR","TRICHY",2024-09-14,"Normal",FALSE,"Volvo AC Semi-Sleeper",327,13,"Online","Seater","Senior",455,FALSE,0,455
"BK00863","SCH0139","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-12-20,"Winter",FALSE,"Volvo AC Seater",463,23,"Counter","Seater","Adult",595,FALSE,0,595
"BK00864","SCH0330","TIRUNELVELI","MADURAI",2024-12-15,"Winter",FALSE,"Volvo AC Semi-Sleeper",175,2,"Online","Sleeper","Student",265,FALSE,0,265
"BK00865","SCH0255","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-12-02,"Winter",FALSE,"Volvo AC Seater",346,8,"Online","Semi-Sleeper","Student",555,FALSE,0,555
"BK00866","SCH0362","NAGERCOIL","TRICHY",2024-10-29,"Festive",FALSE,"Volvo AC Seater",395,7,"Online","Sleeper","Child",355,FALSE,0,355
"BK00867","SCH0388","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-26,"Normal",FALSE,"Volvo AC Semi-Sleeper",347,4,"Agent","Sleeper","Adult",555,FALSE,0,555
"BK00868","SCH0181","THANJAVUR","TRICHY",2024-09-09,"Normal",FALSE,"Volvo AC Sleeper",77,3,"Online","Sleeper","Adult",135,FALSE,0,135
"BK00869","SCH0231","TIRUNELVELI","MADURAI",2025-02-10,"Winter",FALSE,"Volvo AC Seater",175,6,"Agent","Semi-Sleeper","Adult",305,FALSE,0,305
"BK00870","SCH0001","NAGERCOIL","MADURAI",2025-02-06,"Winter",FALSE,"Volvo AC Seater",241,19,"Phone","Semi-Sleeper","Adult",340,FALSE,0,340
"BK00871","SCH0411","MADURAI","TRICHY",2024-12-09,"Winter",FALSE,"Volvo AC Sleeper",135,1,"Phone","Seater","Student",240,FALSE,0,240
"BK00872","SCH0032","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-09-07,"Normal",FALSE,"Volvo AC Semi-Sleeper",480,3,"Online","Semi-Sleeper","Student",720,FALSE,0,720
"BK00873","SCH0149","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-09-20,"Normal",FALSE,"Volvo AC Seater",463,1,"Online","Seater","Adult",1070,FALSE,0,1070
"BK00874","SCH0443","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-11-02,"Festive",FALSE,"Volvo AC Sleeper",480,4,"Online","Sleeper","Adult",765,FALSE,0,765
"BK00875","SCH0463","TIRUPPUR","SALEM",2025-02-03,"Winter",FALSE,"Volvo AC Sleeper",132,23,"Phone","Seater","Senior",170,FALSE,0,170
"BK00876","SCH0058","NAGERCOIL","MADURAI",2024-09-16,"Normal",FALSE,"Volvo AC Sleeper",241,3,"Online","Sleeper","Adult",495,FALSE,0,495
"BK00877","SCH0013","TIRUCHENDUR","MADURAI",2024-11-30,"Festive",FALSE,"Volvo AC Seater",195,2,"Online","Sleeper","Senior",330,FALSE,0,330
"BK00878","SCH0349","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-09-12,"Normal",FALSE,"Volvo AC Sleeper",346,2,"Counter","Sleeper","Adult",820,FALSE,0,820
"BK00879","SCH0031","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-12-18,"Winter",FALSE,"Volvo AC Seater",347,15,"Online","Semi-Sleeper","Adult",490,FALSE,0,490
"BK00880","SCH0005","THANJAVUR","TRICHY",2024-10-20,"Festive",FALSE,"Volvo AC Sleeper",77,9,"Online","Semi-Sleeper","Adult",120,FALSE,0,120
"BK00881","SCH0015","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2025-01-15,"Winter",TRUE,"Volvo AC Sleeper",680,7,"Online","Seater","Adult",1155,FALSE,0,1155
"BK00882","SCH0064","MADURAI","TRICHY",2024-10-09,"Festive",FALSE,"Volvo AC Semi-Sleeper",135,28,"Phone","Semi-Sleeper","Child",90,FALSE,0,90
"BK00883","SCH0217","TIRUCHENDUR","MADURAI",2024-11-20,"Festive",FALSE,"Volvo AC Seater",195,1,"Online","Sleeper","Adult",475,FALSE,0,475
"BK00884","SCH0257","COIMBATORE","SALEM",2024-09-02,"Normal",FALSE,"Volvo AC Sleeper",165,11,"Online","Seater","Student",235,FALSE,0,235
"BK00885","SCH0221","NAGERCOIL","TIRUNELVELI",2024-09-07,"Normal",FALSE,"Volvo AC Sleeper",84,0,"Online","Semi-Sleeper","Student",170,FALSE,0,170
"BK00886","SCH0037","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-02-02,"Winter",FALSE,"Volvo AC Sleeper",631,19,"Counter","Semi-Sleeper","Adult",835,FALSE,0,835
"BK00887","SCH0451","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-09-21,"Normal",FALSE,"Volvo AC Semi-Sleeper",631,0,"Counter","Semi-Sleeper","Adult",1490,FALSE,0,1490
"BK00888","SCH0256","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2025-01-23,"Winter",FALSE,"Volvo AC Semi-Sleeper",497,2,"Online","Semi-Sleeper","Adult",935,TRUE,701,234
"BK00889","SCH0269","TIRUCHENDUR","TRICHY",2024-12-15,"Winter",FALSE,"Volvo AC Seater",327,23,"Online","Seater","Adult",435,FALSE,0,435
"BK00890","SCH0371","TIRUPPUR","SALEM",2024-09-10,"Normal",FALSE,"Volvo AC Sleeper",132,8,"Online","Sleeper","Adult",200,FALSE,0,200
"BK00891","SCH0432","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-01-15,"Winter",TRUE,"Volvo AC Seater",463,19,"Phone","Semi-Sleeper","Adult",665,FALSE,0,665
"BK00892","SCH0363","TIRUCHENDUR","MADURAI",2024-09-03,"Normal",FALSE,"Volvo AC Sleeper",195,11,"Online","Semi-Sleeper","Adult",320,FALSE,0,320
"BK00893","SCH0497","NAGERCOIL","MADURAI",2025-02-15,"Winter",FALSE,"Volvo AC Semi-Sleeper",241,30,"Online","Sleeper","Adult",345,FALSE,0,345
"BK00894","SCH0096","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2025-01-14,"Winter",TRUE,"Volvo AC Semi-Sleeper",346,21,"Online","Sleeper","Adult",580,FALSE,0,580
"BK00895","SCH0494","TIRUNELVELI","MADURAI",2025-02-09,"Winter",FALSE,"Volvo AC Semi-Sleeper",175,20,"Online","Semi-Sleeper","Adult",250,FALSE,0,250
"BK00896","SCH0152","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-02-11,"Winter",FALSE,"Volvo AC Semi-Sleeper",631,8,"Online","Sleeper","Adult",965,FALSE,0,965
"BK00897","SCH0133","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-10-09,"Festive",FALSE,"Volvo AC Sleeper",680,20,"Online","Sleeper","Senior",900,TRUE,675,225
"BK00898","SCH0337","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-01-19,"Winter",FALSE,"Volvo AC Semi-Sleeper",463,3,"Counter","Semi-Sleeper","Adult",920,FALSE,0,920
"BK00899","SCH0379","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2025-01-17,"Winter",FALSE,"Volvo AC Sleeper",347,27,"Agent","Semi-Sleeper","Adult",450,TRUE,338,112
"BK00900","SCH0151","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-12-02,"Winter",FALSE,"Volvo AC Sleeper",336,14,"Online","Sleeper","Adult",480,FALSE,0,480
"BK00901","SCH0195","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-10-24,"Festive",TRUE,"Volvo AC Seater",336,6,"Counter","Sleeper","Adult",565,FALSE,0,565
"BK00902","SCH0272","NAGERCOIL","TIRUNELVELI",2024-11-03,"Festive",FALSE,"Volvo AC Seater",84,11,"Online","Sleeper","Child",70,FALSE,0,70
"BK00903","SCH0288","NAGERCOIL","TIRUNELVELI",2024-12-31,"Winter",FALSE,"Volvo AC Sleeper",84,8,"Counter","Semi-Sleeper","Senior",125,FALSE,0,125
"BK00904","SCH0361","MADURAI","TRICHY",2025-01-25,"Winter",FALSE,"Volvo AC Semi-Sleeper",135,12,"Online","Semi-Sleeper","Student",180,FALSE,0,180
"BK00905","SCH0091","TIRUNELVELI","TRICHY",2025-01-29,"Winter",FALSE,"Volvo AC Sleeper",315,2,"Phone","Semi-Sleeper","Senior",550,FALSE,0,550
"BK00906","SCH0351","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-02-03,"Winter",FALSE,"Volvo AC Sleeper",336,1,"Online","Semi-Sleeper","Adult",740,FALSE,0,740
"BK00907","SCH0247","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-12-14,"Winter",FALSE,"Volvo AC Semi-Sleeper",347,4,"Online","Semi-Sleeper","Senior",535,FALSE,0,535
"BK00908","SCH0396","MADURAI","TRICHY",2024-11-27,"Festive",FALSE,"Volvo AC Sleeper",135,18,"Online","Sleeper","Adult",190,FALSE,0,190
"BK00909","SCH0425","TIRUCHENDUR","MADURAI",2025-01-22,"Winter",FALSE,"Volvo AC Sleeper",195,4,"Phone","Sleeper","Adult",330,FALSE,0,330
"BK00910","SCH0246","TIRUNELVELI","MADURAI",2025-01-12,"Winter",FALSE,"Volvo AC Semi-Sleeper",175,20,"Agent","Semi-Sleeper","Adult",230,FALSE,0,230
"BK00911","SCH0063","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-11-25,"Festive",FALSE,"Volvo AC Sleeper",480,3,"Online","Semi-Sleeper","Senior",755,FALSE,0,755
"BK00912","SCH0067","NAGERCOIL","TRICHY",2024-10-20,"Festive",FALSE,"Volvo AC Seater",395,0,"Agent","Sleeper","Adult",935,FALSE,0,935
"BK00913","SCH0181","THANJAVUR","TRICHY",2024-09-09,"Normal",FALSE,"Volvo AC Sleeper",77,22,"Online","Sleeper","Adult",105,FALSE,0,105
"BK00914","SCH0140","COIMBATORE","SALEM",2024-10-09,"Festive",FALSE,"Volvo AC Semi-Sleeper",165,24,"Online","Semi-Sleeper","Senior",220,FALSE,0,220
"BK00915","SCH0393","NAGERCOIL","TIRUNELVELI",2024-12-05,"Winter",FALSE,"Volvo AC Sleeper",84,16,"Online","Semi-Sleeper","Adult",120,FALSE,0,120
"BK00916","SCH0053","TIRUNELVELI","TRICHY",2024-09-21,"Normal",FALSE,"Volvo AC Sleeper",315,22,"Counter","Semi-Sleeper","Adult",435,FALSE,0,435
"BK00917","SCH0145","NAGERCOIL","TRICHY",2024-09-16,"Normal",FALSE,"Volvo AC Sleeper",395,12,"Online","Seater","Adult",610,FALSE,0,610
"BK00918","SCH0486","TIRUCHENDUR","MADURAI",2024-11-27,"Festive",FALSE,"Volvo AC Sleeper",195,27,"Online","Sleeper","Adult",275,FALSE,0,275
"BK00919","SCH0489","NAGERCOIL","MADURAI",2025-02-26,"Winter",TRUE,"Volvo AC Sleeper",241,10,"Agent","Semi-Sleeper","Student",335,FALSE,0,335
"BK00920","SCH0059","MADURAI","TRICHY",2024-12-25,"Winter",TRUE,"Volvo AC Sleeper",135,4,"Online","Semi-Sleeper","Child",110,FALSE,0,110
"BK00921","SCH0024","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-11-20,"Festive",FALSE,"Volvo AC Seater",347,25,"Online","Sleeper","Adult",460,FALSE,0,460
"BK00922","SCH0282","COIMBATORE","SALEM",2024-10-31,"Festive",FALSE,"Volvo AC Sleeper",165,2,"Online","Semi-Sleeper","Child",165,FALSE,0,165
"BK00923","SCH0129","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-10-25,"Festive",FALSE,"Volvo AC Semi-Sleeper",480,28,"Online","Sleeper","Adult",650,FALSE,0,650
"BK00924","SCH0267","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-09-13,"Normal",FALSE,"Volvo AC Semi-Sleeper",497,27,"Phone","Semi-Sleeper","Adult",710,FALSE,0,710
"BK00925","SCH0087","NAGERCOIL","TIRUNELVELI",2025-02-05,"Winter",FALSE,"Volvo AC Sleeper",84,3,"Online","Semi-Sleeper","Adult",160,FALSE,0,160
"BK00926","SCH0373","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-09-24,"Normal",FALSE,"Volvo AC Seater",336,7,"Online","Sleeper","Adult",565,FALSE,0,565
"BK00927","SCH0468","CHENNAI KILAMBAKKAM KCBT","SALEM",2025-01-26,"Winter",TRUE,"Volvo AC Semi-Sleeper",337,2,"Counter","Seater","Senior",560,FALSE,0,560
"BK00928","SCH0259","CHENNAI KILAMBAKKAM KCBT","SALEM",2025-01-08,"Winter",FALSE,"Volvo AC Semi-Sleeper",337,10,"Phone","Semi-Sleeper","Child",260,FALSE,0,260
"BK00929","SCH0199","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-10-22,"Festive",FALSE,"Volvo AC Sleeper",497,1,"Online","Seater","Adult",1230,FALSE,0,1230
"BK00930","SCH0342","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-12-03,"Winter",FALSE,"Volvo AC Sleeper",631,11,"Counter","Sleeper","Student",835,FALSE,0,835
"BK00931","SCH0038","NAGERCOIL","TIRUNELVELI",2024-10-23,"Festive",FALSE,"Volvo AC Semi-Sleeper",84,6,"Phone","Sleeper","Adult",145,FALSE,0,145
"BK00932","SCH0239","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-01-14,"Winter",TRUE,"Volvo AC Seater",336,9,"Online","Semi-Sleeper","Adult",525,FALSE,0,525
"BK00933","SCH0133","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-10-09,"Festive",FALSE,"Volvo AC Sleeper",680,10,"Phone","Semi-Sleeper","Senior",950,FALSE,0,950
"BK00934","SCH0404","TIRUNELVELI","MADURAI",2025-01-01,"Winter",TRUE,"Volvo AC Sleeper",175,1,"Counter","Seater","Adult",350,FALSE,0,350
"BK00935","SCH0120","CHENNAI KILAMBAKKAM KCBT","SALEM",2025-01-13,"Winter",FALSE,"Volvo AC Sleeper",337,21,"Counter","Semi-Sleeper","Senior",435,FALSE,0,435
"BK00936","SCH0146","TIRUNELVELI","MADURAI",2024-11-27,"Festive",FALSE,"Volvo AC Sleeper",175,9,"Phone","Sleeper","Adult",265,FALSE,0,265
"BK00937","SCH0364","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-12-06,"Winter",FALSE,"Volvo AC Sleeper",463,18,"Agent","Semi-Sleeper","Child",325,TRUE,244,81
"BK00938","SCH0158","TIRUCHENDUR","MADURAI",2024-10-29,"Festive",FALSE,"Volvo AC Sleeper",195,7,"Online","Sleeper","Adult",330,FALSE,0,330
"BK00939","SCH0030","NAGERCOIL","MADURAI",2024-10-02,"Festive",TRUE,"Volvo AC Seater",241,13,"Online","Sleeper","Adult",415,FALSE,0,415
"BK00940","SCH0057","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-10-30,"Festive",FALSE,"Volvo AC Sleeper",680,15,"Counter","Semi-Sleeper","Adult",1045,FALSE,0,1045
"BK00941","SCH0240","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-10-25,"Festive",FALSE,"Volvo AC Sleeper",337,29,"Online","Semi-Sleeper","Senior",405,FALSE,0,405
"BK00942","SCH0128","MADURAI","TRICHY",2024-09-21,"Normal",FALSE,"Volvo AC Sleeper",135,2,"Online","Sleeper","Adult",245,FALSE,0,245
"BK00943","SCH0151","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-12-02,"Winter",FALSE,"Volvo AC Sleeper",336,11,"Phone","Sleeper","Adult",515,FALSE,0,515
"BK00944","SCH0351","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-02-03,"Winter",FALSE,"Volvo AC Sleeper",336,1,"Online","Sleeper","Adult",765,FALSE,0,765
"BK00945","SCH0306","COIMBATORE","SALEM",2024-09-30,"Normal",FALSE,"Volvo AC Sleeper",165,3,"Online","Semi-Sleeper","Adult",345,FALSE,0,345
"BK00946","SCH0359","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-12-31,"Winter",FALSE,"Volvo AC Sleeper",463,9,"Online","Sleeper","Adult",680,FALSE,0,680
"BK00947","SCH0298","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-10-03,"Festive",FALSE,"Volvo AC Sleeper",347,3,"Online","Sleeper","Senior",550,FALSE,0,550
